no,구,구분,읍면동명,투표구명,투표소,주소,선거인수,투표수,PYS,OSH,SJH,HKY,OTY,LSB,BYK,KJA,SMS,JDH,LDY,SJY,계,무효,기권수
135,Yongsan,투표소,HN,한남동제2투,"한남동주민센터(지하1층, 대강당)",서울특별시 용산구 대사관로5길 1(한남동),2392,845,311,492,3,14,4,2,0,8,6,0,0,1,841,4,1547
136,Yongsan,투표소,HN,한남동제3투,"중부기술교육원(지하1층, 본관 강당)",서울특별시 용산구 한남대로 136(한남동),3866,1723,285,1411,0,7,3,0,1,3,4,0,0,2,1716,7,2143
137,Yongsan,투표소,HN,한남동제4투,"용산공예관(4층, 다목적실)",서울특별시 용산구 이태원로 274(한남동),2907,1362,304,1016,5,11,4,1,0,7,0,2,0,6,1356,6,1545
138,Yongsan,투표소,HN,한남동제5투,"한남동주민센터(3층, 자치회관)",서울특별시 용산구 대사관로5길 1(한남동),3135,904,304,554,6,16,2,2,0,6,1,0,0,6,897,7,2231
139,Yongsan,투표소,SBK,서빙고동제1투,용산푸르지오파크타운 휘트니스센터 GX룸(1층),"서울특별시 용산구 녹사평대로 66(동빙고동, 용산푸르지오파크타운)",2421,1200,285,872,6,6,2,4,0,10,1,1,0,7,1194,6,1221
140,Yongsan,투표소,SBK,서빙고동제2투,동빙고경로당(1층),서울특별시 용산구 서빙고로75가길 23(동빙고동),1954,871,274,564,2,16,1,2,0,4,0,0,0,1,864,7,1083
141,Yongsan,투표소,SBK,서빙고동제3투,신동아아파트 관리사무소 내 할아버지경로당(1층),"서울특별시 용산구 이촌로 347(서빙고동, 신동아아파트)",2776,1875,153,1684,6,4,4,1,0,7,0,0,1,4,1864,11,901
142,Yongsan,투표소,SBK,서빙고동제4투,"서빙고초등학교(1층, 체육실)",서울특별시 용산구 서빙고로51길 14(서빙고동),1438,568,140,413,2,7,0,1,0,2,0,0,0,1,566,2,870
143,Yongsan,투표소,BK,보광동제1투,"보광동주민센터(1층, 북카페)",서울특별시 용산구 장문로 95(보광동),3055,1081,365,661,5,14,5,4,0,7,1,1,0,8,1071,10,1974
144,Yongsan,투표소,BK,보광동제2투,"보광동주민센터(5층, 대강당)",서울특별시 용산구 장문로 95(보광동),2443,953,383,520,4,9,6,3,0,7,3,0,0,8,943,10,1490
145,Yongsan,투표소,BK,보광동제3투,"한국폴리텍Ⅰ대학(1층, 제3공학관 로비)",서울특별시 용산구 보광로 73(보광동),2819,1137,397,698,6,10,2,0,0,7,4,0,0,8,1132,5,1682
146,Yongsan,투표소,BK,보광동제4투,"보광동주민센터(지하1층, 주차장)",서울특별시 용산구 장문로 95(보광동),2312,912,311,567,4,8,2,1,0,5,1,0,0,7,906,6,1400
147,Seongdong,투표소,KH1,금호1가동제1투,"금호1가동주민센터(4층, 다목적실)",서울특별시 성동구 행당로 15(금호동1가),2121,834,328,460,5,15,3,2,0,6,4,0,0,3,826,8,1287
148,Seongdong,투표소,KH1,금호1가동제2투,벽산아파트 제2경로당(1층),"서울특별시 성동구 금호로 100(금호동1가, 벽산아파트)",3081,1562,568,929,9,21,0,0,1,6,4,0,1,4,1543,19,1519
149,Seongdong,투표소,KH1,금호1가동제3투,벽산아파트 제1경로당(지하1층),"서울특별시 성동구 금호로 100(금호동1가, 벽산아파트)",3318,1747,574,1132,5,9,0,0,0,12,4,0,0,5,1741,6,1571
150,Seongdong,투표소,KH1,금호1가동제4투,"금호고등학교(2층, 체육관)",서울특별시 성동구 금호로 118(금호동1가),2108,1007,269,712,3,7,1,1,0,4,2,1,0,3,1003,4,1101
151,Seongdong,투표소,KH2·3,금호2·3가동제1투,"금호2·3가동주민센터(3층, 다목적방)",서울특별시 성동구 무수막18길 1(금호동2가),3806,1730,616,1056,5,19,4,5,0,9,1,2,0,6,1723,7,2076
152,Seongdong,투표소,KH2·3,금호2·3가동제2투,"성동청소년문화의집(1층, 식당)",서울특별시 성동구 장터1길 18(금호동3가),3338,1431,553,833,5,11,0,0,1,14,1,1,0,4,1423,8,1907
153,Seongdong,투표소,KH2·3,금호2·3가동제3투,"금호자이아파트 지하주차장내 AS센터(지하1층, 자이안라운지)","서울특별시 성동구 금호산8길 14(금호동3가, 금호자이2차)",3376,1460,516,886,8,18,2,6,0,13,1,0,0,1,1451,9,1916
154,Seongdong,투표소,KH2·3,금호2·3가동제4투,두산아파트 경로당(1층),"서울특별시 성동구 동호로 100(금호동3가, 두산아파트)",2478,1477,464,967,6,10,2,4,0,6,1,2,0,2,1464,13,1001
155,Seongdong,투표소,KH2·3,금호2·3가동제5투,금호자이1차아파트 생활지원센터 내 멀티룸(1층),"서울특별시 성동구 금호로 117(금호동2가, 금호자이1차)",2922,1263,415,820,2,11,0,4,0,2,1,1,1,2,1259,4,1659
156,Seongdong,투표소,KH4,금호4가동제1투,"금호4가동주민센터(4층, 다목적실)",서울특별시 성동구 독서당로46길 26(금호동4가),1899,770,215,532,3,6,1,2,0,4,1,2,1,0,767,3,1129
157,Seongdong,투표소,KH4,금호4가동제2투,대우아파트 경로당(1층),"서울특별시 성동구 독서당로 272(금호동4가, 금호동 대우아파트)",2691,1446,496,917,8,8,1,1,0,5,2,1,0,0,1439,7,1245
158,Seongdong,투표소,KH4,금호4가동제3투,"금옥초등학교(1층, 실과실)",서울특별시 성동구 독서당로 251(금호동4가),2569,1103,394,665,5,18,2,2,0,3,2,0,0,5,1096,7,1466
159,Seongdong,투표소,KH4,금호4가동제4투,"독서당인문아카데미센터(1층, 로비)",서울특별시 성동구 금호로 30(금호동4가),2380,1295,358,909,5,5,3,4,0,4,1,1,1,2,1293,2,1085
160,Seongdong,투표소,OS,옥수동제1투,"래미안옥수리버젠아파트커뮤니티센터(지하1층, 로비)","서울특별시 성동구 매봉길 15(옥수동, 래미안 옥수 리버젠)",2982,1641,456,1143,6,12,2,1,0,6,2,2,0,4,1634,7,1341
161,Seongdong,투표소,OS,옥수동제2투,"옥수동주민센터(4층, 다목적실)",서울특별시 성동구 독서당로 203(옥수동),2741,1365,313,1020,3,11,4,2,0,4,1,1,0,4,1363,2,1376
162,Seongdong,투표소,OS,옥수동제3투,"옥정초등학교(1층, 급식실)",서울특별시 성동구 한림말길 43(옥수동),3068,1610,473,1068,14,12,3,5,0,16,3,0,0,2,1596,14,1458
163,Seongdong,투표소,OS,옥수동제4투,"옥수종합사회복지관(5층, 강당)",서울특별시 성동구 한림말길 16-5(옥수동),3350,1412,293,1080,5,11,1,5,0,2,2,1,0,6,1406,6,1938
164,Seongdong,투표소,OS,옥수동제5투,옥수삼성아파트경로당(한림정)(1층),"서울특별시 성동구 독서당로 218(옥수동, 옥수삼성아파트)",2419,1425,409,984,1,11,1,0,0,5,0,1,0,3,1415,10,994
165,Seongdong,투표소,OS,옥수동제6투,"옥수파크힐스 106동(지하2층, GX룸)","서울특별시 성동구 매봉길 50(옥수동, 이편한세상옥수파크힐스)",3279,1807,478,1292,3,19,2,2,0,2,2,1,0,3,1804,3,1472
166,Seongdong,투표소,EB,응봉동제1투,"응봉동주민센터(3층, 다목적실)",서울특별시 성동구 독서당로 424(응봉동),3239,1326,480,793,6,12,1,3,0,4,7,1,0,2,1309,17,1913
167,Seongdong,투표소,EB,응봉동제2투,"서울응봉초등학교(1층, 체육관)",서울특별시 성동구 독서당로62길 28(응봉동),3535,1704,534,1106,12,18,2,4,0,9,1,1,1,9,1697,7,1831
168,Seongdong,투표소,EB,응봉동제3투,"광희중학교(1층, 보건교육실)",서울특별시 성동구 독서당로62길 46(응봉동),3014,1626,509,1064,7,16,3,9,0,9,0,1,0,5,1623,3,1388
169,Seongdong,투표소,SS11,성수1가제1동제1투,"성수1가제1동주민센터(3층, 다목적실)",서울특별시 성동구 뚝섬로3길 18(성수동1가),2767,1064,385,634,2,15,3,0,0,7,7,0,0,5,1058,6,1703
170,Seongdong,투표소,SS11,성수1가제1동제2투,"경일초등학교(1층, 보건교육실)",서울특별시 성동구 뚝섬로 332(성수동1가),3831,2005,478,1470,6,10,5,7,0,6,1,0,2,11,1996,9,1826
171,Seongdong,투표소,SS11,성수1가제1동제3투,"경일중학교(1층, 체육관)",서울특별시 성동구 성수일로 27(성수동1가),2682,1336,349,942,4,7,2,3,0,10,3,1,1,8,1330,6,1346
172,Seongdong,투표소,SS11,성수1가제1동제4투,"경동초등학교(1층, 방과후대기실)",서울특별시 성동구 성수일로 34(성수동1가),2231,992,331,613,7,5,1,6,0,17,0,0,0,7,987,5,1239
173,Seongdong,투표소,SS12,성수1가제2동제1투,"성수1가제2동 공공복합청사(3층, 다목적실)",서울특별시 성동구 왕십리로5길 3(성수동1가),1801,740,251,443,3,12,3,1,0,7,1,1,1,7,730,10,1061
174,Seongdong,투표소,SS12,성수1가제2동제2투,"성수고등학교 본관(1층, 현관)",서울특별시 성동구 서울숲길 18(성수동1가),993,505,177,304,2,5,0,1,0,4,2,0,0,3,498,7,488
175,Seongdong,투표소,SS12,성수1가제2동제3투,"성동지역경제혁신센터(1층,수다카페)",서울특별시 성동구 상원6나길 22-11(성수동1가),3335,1612,593,952,4,23,0,4,0,15,4,0,0,3,1598,14,1723
176,Seongdong,투표소,SS12,성수1가제2동제4투,쌍용아파트 경로당(1층),"서울특별시 성동구 상원길 63(성수동1가, 쌍용아파트)",3246,1826,590,1171,7,12,3,8,1,8,4,0,3,9,1816,10,1420
177,Seongdong,투표소,SS21,성수2가제1동제1투,"성수2가제1동주민센터(3층, 다목적실)",서울특별시 성동구 뚝섬로 385-19(성수동2가),2762,1128,327,751,7,21,1,0,0,7,2,0,0,4,1120,8,1634
178,Seongdong,투표소,SS21,성수2가제1동제2투,"경수중학교(2관 1층, 체력단련실)",서울특별시 성동구 뚝섬로13길 14(성수동2가),3234,1425,445,930,3,21,1,4,0,8,4,0,0,2,1418,7,1809
179,Seongdong,투표소,SS21,성수2가제1동제3투,"경수초등학교(1층, 녹색어머니회의실)",서울특별시 성동구 뚝섬로13길 22(성수동2가),2892,1011,307,677,3,7,0,2,1,5,1,0,0,3,1006,5,1881
180,Seongdong,투표소,SS21,성수2가제1동제4투,"성원중학교(정보관 1층, 로비)",서울특별시 성동구 성덕정9가길 13(성수동2가),2785,1249,407,790,7,16,0,3,0,9,7,1,0,3,1243,6,1536
181,Seongdong,투표소,SS23,성수2가제3동제1투,"성수2가제3동주민센터(4층, 다목적방)",서울특별시 성동구 광나루로2길 35(성수동2가),3210,1186,445,667,6,17,3,3,1,15,9,0,0,3,1169,17,2024
182,Seongdong,투표소,SS23,성수2가제3동제2투,롯데캐슬파크 경로당(1층),"서울특별시 성동구 성수일로8길 47(성수동2가, 성수동 롯데캐슬파크)",3092,1770,428,1281,3,16,1,2,0,13,0,3,0,8,1755,15,1322
183,Seongdong,투표소,SS23,성수2가제3동제3투,"성수초등학교(1층, 예술꿈뜨락)",서울특별시 성동구 아차산로17길 21(성수동2가),1594,635,241,370,3,7,1,2,0,4,1,1,1,2,633,2,959
184,Seongdong,투표소,WSNDS,왕십리도선동제1투,"한국예술학교(1층, 회의실)",서울특별시 성동구 무학로6길 41(홍익동),2975,1298,490,746,8,20,1,1,1,8,2,1,0,8,1286,12,1677
185,Seongdong,투표소,WSNDS,왕십리도선동제2투,"한서항공직업전문학교(1층, 전시실)",서울특별시 성동구 마장로 208(홍익동),3211,1379,562,742,6,23,0,4,0,14,5,0,1,7,1364,15,1832
186,Seongdong,투표소,WSNDS,왕십리도선동제3투,청계벽산아파트 여자 경로당(1층),"서울특별시 성동구 무학로 50(하왕십리동, 청계벽산아파트)",2532,1554,509,984,6,19,3,4,0,12,2,0,1,3,1543,11,978
187,Seongdong,투표소,WSNDS,왕십리도선동제4투,"왕십리도선동주민센터(지하1층, 어울림방)",서울특별시 성동구 마장로 141(상왕십리동),3956,1670,491,1115,5,12,5,2,0,15,2,0,0,6,1653,17,2286
188,Seongdong,투표소,WSNDS,왕십리도선동제5투,텐즈힐1단지아파트 경로당(1층),"서울특별시 성동구 무학로 33(하왕십리동, 텐즈힐)",3194,1726,541,1124,3,19,1,2,0,9,3,1,1,14,1718,8,1468
189,Seongdong,투표소,WSNDS,왕십리도선동제6투,센트라스아파트 경로당(1층),"서울특별시 성동구 왕십리로 410(하왕십리동, 센트라스)",2728,1401,416,927,3,11,3,2,1,13,0,0,0,7,1383,18,1327
190,Seongdong,투표소,WSN2,왕십리제2동제1투,"이든아이빌(지하1층, 식당)",서울특별시 성동구 왕십리로21라길 11(하왕십리동),3451,1331,546,717,7,20,2,5,0,9,6,1,0,5,1318,13,2120
191,Seongdong,투표소,WSN2,왕십리제2동제2투,"무학초등학교(1층, 회의실)",서울특별시 성동구 무학봉15길 21(하왕십리동),2804,1191,446,688,12,12,3,3,0,11,1,0,0,3,1179,12,1613
192,Seongdong,투표소,WSN2,왕십리제2동제3투,금호베스트빌아파트 관리사무소 앞 경로당(1층),"서울특별시 성동구 난계로 114-31(하왕십리동, 금호베스트빌아파트)",2536,1340,505,775,8,18,2,3,0,5,2,1,0,5,1324,16,1196
193,Seongdong,투표소,WSN2,왕십리제2동제4투,행당역풍림아이원아파트 105동 주민자치센터(1층),"서울특별시 성동구 난계로 84(하왕십리동, 행당역풍림아이원)",2855,1533,604,872,7,15,5,4,0,6,1,0,0,5,1519,14,1322
194,Seongdong,투표소,HD1,행당제1동제1투,"행당1동주민센터(3층, 다목적실)",서울특별시 성동구 고산자로10길 18(행당동),2514,1081,343,684,7,14,0,6,0,9,2,0,1,6,1072,9,1433
195,Seongdong,투표소,HD1,행당제1동제2투,"행당초등학교(1층, 보건교육실)",서울특별시 성동구 고산자로8길 6(행당동),2932,1524,468,1001,8,13,2,7,0,8,2,1,0,7,1517,7,1408
196,Seongdong,투표소,HD1,행당제1동제3투,"무지개 새마을금고[구.행당1동 새마을금고](지하1층, 주차장)",서울특별시 성동구 행당로17길 24-1(행당동),2160,938,354,514,7,19,1,8,1,15,3,0,1,4,927,11,1222
197,Seongdong,투표소,HD1,행당제1동제4투,서울숲리버뷰자이아파트 경로당(1층),"서울특별시 성동구 고산자로2길 65(행당동, 서울숲리버뷰자이)",1875,1121,329,759,6,11,0,1,1,3,4,0,0,3,1117,4,754
198,Seongdong,투표소,HD2,행당제2동제1투,행당대림(아) 제1관리사무소 경로당(1층),"서울특별시 성동구 행당로 79(행당동, 행당동대림아파트)",3350,1739,524,1142,8,20,1,3,0,17,3,0,0,7,1725,14,1611
199,Seongdong,투표소,HD2,행당제2동제2투,"행당제2동주민센터(2층, 다목적방)",서울특별시 성동구 행당로9길 9(행당동),2974,1277,438,780,8,13,0,5,0,12,5,2,0,3,1266,11,1697
200,Seongdong,투표소,HD2,행당제2동제3투,행당대림(아) 제2관리사무소 경로당(1층),"서울특별시 성동구 행당로 79(행당동, 행당동대림아파트)",3090,1594,621,911,10,17,0,5,0,9,6,0,1,3,1583,11,1496
201,Seongdong,투표소,HD2,행당제2동제4투,행당한진타운(아) 제1관리사무소 경로당(1층),"서울특별시 성동구 행당로 82(행당동, 행당 한진타운)",2794,1600,469,1065,7,24,1,2,0,17,3,2,0,4,1594,6,1194
202,Seongdong,투표소,HD2,행당제2동제5투,행당한진타운(아) 제2관리사무소 경로당(1층),"서울특별시 성동구 행당로 82(행당동, 행당 한진타운)",2983,1541,573,919,6,11,1,4,0,2,3,1,0,3,1523,18,1442
203,Seongdong,투표소,MJ,마장동제1투,마주보고카페(1층),서울특별시 성동구 마장로42길 11(마장동),2462,1108,399,663,4,18,2,2,0,6,2,0,0,6,1102,6,1354
204,Seongdong,투표소,MJ,마장동제2투,"시립성동노인종합복지관(1층, 로비)",서울특별시 성동구 마조로 77(마장동),2894,1513,564,865,16,25,2,0,0,16,4,1,0,5,1498,15,1381
205,Seongdong,투표소,MJ,마장동제3투,"마장중학교(1층, 기술실습실)",서울특별시 성동구 마장로35나길 31(마장동),3076,1536,549,918,11,20,1,2,0,13,3,1,0,6,1524,12,1540
206,Seongdong,투표소,MJ,마장동제4투,"동명초등학교(1층, 체육관)",서울특별시 성동구 마장로29길 29(마장동),2421,1091,456,587,6,15,2,3,0,6,6,1,1,2,1085,6,1330
207,Seongdong,투표소,MJ,마장동제5투,"성동구도시관리공단(1층, 대회의실)",서울특별시 성동구 청계천로 546(마장동),2688,1164,477,640,8,15,2,2,0,6,2,0,1,4,1157,7,1524
208,Seongdong,투표소,MJ,마장동제6투,"금호어울림아파트 관리사무소(1층, 회의실)","서울특별시 성동구 마조로 57(마장동, 금호어울림아파트)",2630,1286,450,747,15,19,3,5,0,15,2,0,0,10,1266,20,1344
209,Seongdong,투표소,SK,사근동제1투,"사근동주민센터(지하1층, 다목적실)",서울특별시 성동구 사근동길 37(사근동),1986,876,315,502,11,7,4,6,0,10,2,0,1,2,860,16,1110
210,Seongdong,투표소,SK,사근동제2투,"사근초등학교(1층, 영어체험실)",서울특별시 성동구 사근동11길 16(사근동),2520,1009,381,570,10,15,1,0,0,9,4,0,1,5,996,13,1511
211,Seongdong,투표소,SK,사근동제3투,"한양대학교사범대학부속중학교(1층, 창작공작소)",서울특별시 성동구 마조로 42(사근동),4387,1643,459,1077,21,13,7,11,0,18,5,0,2,7,1620,23,2744
212,Seongdong,투표소,SJ,송정동제1투,"송정동주민센터(2층, 회의실)",서울특별시 성동구 동일로43길 13(송정동),2651,1072,432,603,5,6,3,2,0,3,4,0,0,4,1062,10,1579
213,Seongdong,투표소,SJ,송정동제2투,"서울송원초등학교(1층, 1-1반)",서울특별시 성동구 동일로43길 9(송정동),2488,1029,392,595,3,16,0,3,0,7,4,0,2,0,1022,7,1459
214,Seongdong,투표소,SJ,송정동제3투,"성동세무서(1층, 로비)",서울특별시 성동구 광나루로 297(송정동),2543,1081,386,639,4,17,3,1,1,8,3,2,1,6,1071,10,1462
215,Seongdong,투표소,YD,용답동제1투,"용답동주민센터(3층, 다목적실)",서울특별시 성동구 용답중앙23길 20(용답동),3687,1209,515,635,9,11,1,2,0,13,4,0,0,6,1196,13,2478
216,Seongdong,투표소,YD,용답동제2투,"성동구립용답도서관(지하1층, 문화강좌실)",서울특별시 성동구 용답중앙3길 10(용답동),2838,1121,449,614,4,14,3,0,1,12,8,2,0,7,1114,7,1717
217,Seongdong,투표소,YD,용답동제3투,"용답초등학교(지하1층, 강당)",서울특별시 성동구 용답25길 1(용답동),2278,956,368,553,3,9,0,2,0,6,4,0,1,1,947,9,1322
218,Gwangjin,투표소,JK1,중곡제1동제1투,"중곡제1동주민센터(지하1층, 자원봉사캠프)",서울특별시 광진구 긴고랑로12길 49(중곡동),3470,1327,542,697,7,29,3,2,0,18,6,0,0,8,1312,15,2143
219,Gwangjin,투표소,JK1,중곡제1동제2투,"중곡제1동주민센터 (2층, 회의실)",서울특별시 광진구 긴고랑로12길 49(중곡동),2199,900,364,479,3,16,1,2,0,18,3,0,0,3,889,11,1299
220,Gwangjin,투표소,JK1,중곡제1동제3투,"서울중마초등학교 어울림관 (1층, 영어1실)",서울특별시 광진구 동일로72길 43(중곡동),2905,1267,538,669,7,21,0,2,0,11,5,2,0,3,1258,9,1638
221,Gwangjin,투표소,JK1,중곡제1동제4투,"중곡제1동주민센터 (3층, 자치회관)",서울특별시 광진구 긴고랑로12길 49(중곡동),2603,1062,435,574,4,22,3,1,0,6,1,0,0,5,1051,11,1541
222,Gwangjin,투표소,JK2,중곡제2동제1투,"중곡제2동주민센터 (3층, 강당)",서울특별시 광진구 능동로 346(중곡동),2936,1158,476,618,7,14,1,3,1,15,4,1,2,6,1148,10,1778
